baseItem,category,tier,cost,nMats,mat1,mat1count,mat2,mat2count,mat3,mat3count,mat4,mat4count,mat5,mat5count,mat6,mat6count
Rathalos Mail,14,0,2500,1,Authentication Orb (Rathalos),5,,,,,,,,,,
Rathalos Mail,14,1,5000,1,Authentication Orb (Rathalos),10,,,,,,,,,,
Rathalos Mail,14,2,7000,1,Authentication Orb (Rathalos),20,,,,,,,,,,
Rathalos Mail,14,3,9200,1,Authentication Orb (Rathalos),50,,,,,,,,,,
Rathian Mail,14,0,2500,1,Authentication Orb (Rathian),5,,,,,,,,,,
Rathian Mail,14,1,5000,1,Authentication Orb (Rathian),10,,,,,,,,,,
Rathian Mail,14,2,7000,1,Authentication Orb (Rathian),20,,,,,,,,,,
Rathian Mail,14,3,9200,1,Authentication Orb (Rathian),50,,,,,,,,,,
Silver Sol Mail,14,0,5800,1,Silver Authentication Orb,10,,,,,,,,,,
Silver Sol Mail,14,1,7400,1,Silver Authentication Orb,20,,,,,,,,,,
Silver Sol Mail,14,2,9000,1,Silver Authentication Orb,30,,,,,,,,,,
Silver Sol Mail,14,3,10545,1,Silver Authentication Orb,40,,,,,,,,,,
Gold Luna Mail,14,0,5800,1,Gold Authentication Orb,10,,,,,,,,,,
Gold Luna Mail,14,1,7400,1,Gold Authentication Orb,20,,,,,,,,,,
Gold Luna Mail,14,2,9000,1,Gold Authentication Orb,30,,,,,,,,,,
Gold Luna Mail,14,3,10545,1,Gold Authentication Orb,40,,,,,,,,,,
Rathalos Vambraces,15,0,2000,1,Authentication Orb (Rathalos),5,,,,,,,,,,
Rathalos Vambraces,15,1,4000,1,Authentication Orb (Rathalos),10,,,,,,,,,,
Rathalos Vambraces,15,2,5600,1,Authentication Orb (Rathalos),20,,,,,,,,,,
Rathalos Vambraces,15,3,7300,1,Authentication Orb (Rathalos),50,,,,,,,,,,
Rathian Vambraces,15,0,2000,1,Authentication Orb (Rathian),5,,,,,,,,,,
Rathian Vambraces,15,1,4000,1,Authentication Orb (Rathian),10,,,,,,,,,,
Rathian Vambraces,15,2,5600,1,Authentication Orb (Rathian),20,,,,,,,,,,
Rathian Vambraces,15,3,7300,1,Authentication Orb (Rathian),50,,,,,,,,,,
Silver Sol Vambraces,15,0,5800,1,Silver Authentication Orb,10,,,,,,,,,,
Silver Sol Vambraces,15,1,7400,1,Silver Authentication Orb,20,,,,,,,,,,
Silver Sol Vambraces,15,2,9000,1,Silver Authentication Orb,30,,,,,,,,,,
Silver Sol Vambraces,15,3,10545,1,Silver Authentication Orb,40,,,,,,,,,,
Gold Luna Vambraces,15,0,5800,1,Gold Authentication Orb,10,,,,,,,,,,
Gold Luna Vambraces,15,1,7400,1,Gold Authentication Orb,20,,,,,,,,,,
Gold Luna Vambraces,15,2,9000,1,Gold Authentication Orb,30,,,,,,,,,,
Gold Luna Vambraces,15,3,10545,1,Gold Authentication Orb,40,,,,,,,,,,
Rathalos Greaves,16,0,1800,1,Authentication Orb (Rathalos),5,,,,,,,,,,
Rathalos Greaves,16,1,3800,1,Authentication Orb (Rathalos),10,,,,,,,,,,
Rathalos Greaves,16,2,6300,1,Authentication Orb (Rathalos),20,,,,,,,,,,
Rathalos Greaves,16,3,8000,1,Authentication Orb (Rathalos),50,,,,,,,,,,
Rathian Greaves,16,0,1800,1,Authentication Orb (Rathian),5,,,,,,,,,,
Rathian Greaves,16,1,3800,1,Authentication Orb (Rathian),10,,,,,,,,,,
Rathian Greaves,16,2,6300,1,Authentication Orb (Rathian),20,,,,,,,,,,
Rathian Greaves,16,3,8000,1,Authentication Orb (Rathian),50,,,,,,,,,,
Silver Sol Greaves,16,0,5800,1,Silver Authentication Orb,10,,,,,,,,,,
Silver Sol Greaves,16,1,7400,1,Silver Authentication Orb,20,,,,,,,,,,
Silver Sol Greaves,16,2,9000,1,Silver Authentication Orb,30,,,,,,,,,,
Silver Sol Greaves,16,3,10545,1,Silver Authentication Orb,40,,,,,,,,,,
Gold Luna Greaves,16,0,5800,1,Gold Authentication Orb,10,,,,,,,,,,
Gold Luna Greaves,16,1,7400,1,Gold Authentication Orb,20,,,,,,,,,,
Gold Luna Greaves,16,2,9000,1,Gold Authentication Orb,30,,,,,,,,,,
Gold Luna Greaves,16,3,10545,1,Gold Authentication Orb,40,,,,,,,,,,
Rookie Arisen's Battle Cape,19,0,480,1,Mysterious Gold Lump,1,,,,,,,,,,
Rookie Arisen's Battle Cape,19,1,560,1,Glowworm,1,,,,,,,,,,
Rookie Arisen's Battle Cape,19,2,640,1,Clear Spring Water,1,,,,,,,,,,
Rookie Arisen's Battle Cape,19,3,770,1,Wild Herb,1,,,,,,,,,,
Rookie Arisen's High Muffler,19,0,480,1,Mysterious Gold Lump,1,,,,,,,,,,
Rookie Arisen's High Muffler,19,1,560,1,Glowworm,1,,,,,,,,,,
Rookie Arisen's High Muffler,19,2,640,1,Clear Spring Water,1,,,,,,,,,,
Rookie Arisen's High Muffler,19,3,770,1,Wild Herb,1,,,,,,,,,,
Rookie Arisen's Leather Mantle,19,0,480,1,Mysterious Gold Lump,1,,,,,,,,,,
Rookie Arisen's Leather Mantle,19,1,560,1,Glowworm,1,,,,,,,,,,
Rookie Arisen's Leather Mantle,19,2,640,1,Clear Spring Water,1,,,,,,,,,,
Rookie Arisen's Leather Mantle,19,3,770,1,Wild Herb,1,,,,,,,,,,
Rookie Arisen's Light Cloak,19,0,480,1,Mysterious Gold Lump,1,,,,,,,,,,
Rookie Arisen's Light Cloak,19,1,560,1,Glowworm,1,,,,,,,,,,
Rookie Arisen's Light Cloak,19,2,640,1,Clear Spring Water,1,,,,,,,,,,
Rookie Arisen's Light Cloak,19,3,770,1,Wild Herb,1,,,,,,,,,,
Rookie Arisen's Tight Cloth,19,0,480,1,Mysterious Gold Lump,1,,,,,,,,,,
Rookie Arisen's Tight Cloth,19,1,560,1,Glowworm,1,,,,,,,,,,
Rookie Arisen's Tight Cloth,19,2,640,1,Clear Spring Water,1,,,,,,,,,,
Rookie Arisen's Tight Cloth,19,3,770,1,Wild Herb,1,,,,,,,,,,
Straight Sword,1,0,6200,2,Pyrite,2,Sphinx Hair,1,,,,,,,,
Straight Sword,1,1,6200,3,Silver Ore,1,Magick-Tinged Bone,1,Griffin Feather,1,,,,,,
Straight Sword,1,2,6200,2,Ogre Fur,1,Iron Thread,1,,,,,,,,
Straight Sword,1,3,6200,3,Sphinx Azure Pinion,1,Deenan Hyssop,1,Sandcrystal,1,,,,,,
Hoplite Makhaira,1,0,6600,2,Hematite,2,Griffin Beak,1,,,,,,,,
Hoplite Makhaira,1,1,6600,3,Hematite Sand,1,Rock Scale,1,Ent Leaf,1,,,,,,
Hoplite Makhaira,1,2,6600,2,Giant Eyeball,1,Demon Thread,1,,,,,,,,
Hoplite Makhaira,1,3,6600,2,Sphinx Claw,1,Protective Cloth,1,,,,,,,,
Thorny Rowdy,1,0,6900,2,Silver Ore,2,Ogre Claw,1,,,,,,,,
Thorny Rowdy,1,1,6900,3,Cerussite,1,Goblin Gunpowder,1,Sphinx Azure Pinion,1,,,,,,
Thorny Rowdy,1,2,6900,2,Colossus Horn,1,Scroll of Magickal Defense,1,,,,,,,,
Thorny Rowdy,1,3,6900,2,Ambrosial Beast-Steak,1,Strong Thread,1,,,,,,,,
Black Wall,5,0,6200,2,High Quality Wood,2,Griffin Beak,1,,,,,,,,
Black Wall,5,1,6200,3,White Wood,1,Superior Saurian Tail,1,Beast's Mane,1,,,,,,
Black Wall,5,2,6200,2,Sphinx Azure Pinion,1,Scroll of Magickal Defense,1,,,,,,,,
Black Wall,5,3,6200,3,Ogre Fur,1,Black Wood,1,Blessed Drop,1,,,,,,
Tombstone,5,0,6600,2,Phantom Ore,2,Sphinx Hair,1,,,,,,,,
Tombstone,5,1,6600,3,Marble,1,Smooth Leather,1,Griffin Feather,1,,,,,,
Tombstone,5,2,6600,2,Colossus Horn,1,Silver Ingot,1,,,,,,,,
Tombstone,5,3,6600,2,Giant Eyeball,1,Scroll of Great Sorcery,1,,,,,,,,
Ellipse Shield,5,0,6900,2,Silver Ore,2,Mutated Bone Lump,1,,,,,,,,
Ellipse Shield,5,1,6900,3,Lava Rock,1,Strong Acid Slime Piece,1,Sphinx Azure Pinion,1,,,,,,
Ellipse Shield,5,2,6900,2,Lindwurm Fin,1,Red Alloy Ingot,1,,,,,,,,
Ellipse Shield,5,3,6900,2,Sphinx Claw,1,Protective Cloth,1,,,,,,,,
Two-Edged,7,0,9300,2,Drilled Ore,2,Ent Branch,1,,,,,,,,
Two-Edged,7,1,9300,3,Silver Ore,2,Mist Gem,1,Ogre Fur,1,,,,,,
Two-Edged,7,2,9300,2,Giant Fur,1,Silver Ingot,2,,,,,,,,
Two-Edged,7,3,9300,3,Griffin Feather,1,Blessed Drop,1,Deenan Hyssop,1,,,,,,
Quester Daggers,7,0,9900,2,Hematite,2,Griffin Beak,1,,,,,,,,
Quester Daggers,7,1,9900,3,Blue Alluvial Gold,2,Rusted Plate,1,Sphinx Azure Pinion,1,,,,,,
Quester Daggers,7,2,9900,2,Lindwurm Fin,1,Scroll of Magickal Defense,2,,,,,,,,
Quester Daggers,7,3,9900,2,Troll's Poisonous Moss,1,Demon Thread,2,,,,,,,,
Gold Stilettos,7,0,10350,2,Pyrite,2,Sphinx Hair,1,,,,,,,,
Gold Stilettos,7,1,10350,3,Cerussite,2,Beast Claw,1,Ent Leaf,1,,,,,,
Gold Stilettos,7,2,10350,2,Giant Eyeball,1,Strong Thread,2,,,,,,,,
Gold Stilettos,7,3,10350,2,Griffin Beak,1,Scroll of Defense,2,,,,,,,,
Nactoral Bow,3,0,9300,2,Red Lumber,2,Colossus Horn,1,,,,,,,,
Nactoral Bow,3,1,9300,3,Sphinx Claw,2,Silver Bristle,1,Bluecurrant,1,,,,,,
Nactoral Bow,3,2,9300,2,Dragon Hide,1,Iron Thread,2,,,,,,,,
Nactoral Bow,3,3,9300,3,Beast's Mane,1,Black Wood,1,Sandcrystal,1,,,,,,
Composite Aimer,3,0,9900,2,Pine Lumber,2,Black Skull,1,,,,,,,,
Composite Aimer,3,1,9900,3,High Quality Wood,2,Apophyllite,1,Giant Fur,1,,,,,,
Composite Aimer,3,2,9900,2,Mutated Bone Lump,1,Demon Thread,2,,,,,,,,
Composite Aimer,3,3,9900,2,Griffin Beak,1,Dragonleather,2,,,,,,,,
Rigid Strain,3,0,10350,2,White Wood,2,Ogre Claw,1,,,,,,,,
Rigid Strain,3,1,10350,3,Cedar Wood,2,Black Tar,1,Ent Leaf,1,,,,,,
Rigid Strain,3,2,10350,2,Griffin Beak,1,Courtly Cloth,2,,,,,,,,
Rigid Strain,3,3,10350,2,Mutated Bone Lump,1,Protective Cloth,2,,,,,,,,
Heilung Bogen,9,0,9300,2,Garnet,2,Colossus Horn,1,,,,,,,,
Heilung Bogen,9,1,9300,3,Silver Ore,2,Harpy Flight Feather,1,Ent Leaf,1,,,,,,
Heilung Bogen,9,2,9300,2,Griffin Feather,1,Demon Thread,2,,,,,,,,
Heilung Bogen,9,3,9300,3,Giant Fur,1,Sandcrystal,1,Black Wood,1,,,,,,
Grief Attribute,9,0,9900,2,High Quality Wood,2,Ogre Claw,1,,,,,,,,
Grief Attribute,9,1,9900,3,Black Wood,2,Undead Extract,1,Dragon Hide,1,,,,,,
Grief Attribute,9,2,9900,2,Sphinx Claw,1,Strong Thread,2,,,,,,,,
Grief Attribute,9,3,9900,2,Mutated Bone Lump,1,Protective Cloth,2,,,,,,,,
Schwarzer Vogel,9,0,10350,2,Silver Ore,2,Sphinx Hair,1,,,,,,,,
Schwarzer Vogel,9,1,10350,3,Cerussite,2,Broken Dagger,1,Beast's Mane,1,,,,,,
Schwarzer Vogel,9,2,10350,2,Giant Tough Pelt,1,Dragonleather,2,,,,,,,,
Schwarzer Vogel,9,3,10350,2,Griffin Beak,1,Scroll of Defense,2,,,,,,,,
Signposter,4,0,9300,2,Pine Lumber,2,Black Skull,1,,,,,,,,
Signposter,4,1,9300,3,Hard Wood,2,Magick-Tinged Bone,1,Beast's Mane,1,,,,,,
Signposter,4,2,9300,2,Giant Bone,1,Scroll of Magickal Defense,2,,,,,,,,
Signposter,4,3,9300,3,Griffin Feather,1,Pearl Mushroom,1,Deenan Hyssop,1,,,,,,
Curability Branch,4,0,9900,2,White Wood,2,Mutated Bone Lump,1,,,,,,,,
Curability Branch,4,1,9900,3,Pine Lumber,2,Saurian Gland,1,Lapis Lazuli,1,,,,,,
Curability Branch,4,2,9900,2,Colossus Horn,1,Scroll of Great Sorcery,2,,,,,,,,
Curability Branch,4,3,9900,2,Sphinx Claw,1,Drómi,2,,,,,,,,
Gold Cane,4,0,10350,2,Gold Ore,2,Griffin Beak,1,,,,,,,,
Gold Cane,4,1,10350,3,Silver Ore,2,Undead Extract,1,Ogre Fur,1,,,,,,
Gold Cane,4,2,10350,2,Necrophagous Bristle,1,Scroll of Defense,2,,,,,,,,
Gold Cane,4,3,10350,2,Mutated Bone Lump,1,Mithril Ingot,2,,,,,,,,
Valiant Helix,8,0,9300,2,Pyrite,2,Necrophagous Bristle,1,,,,,,,,
Valiant Helix,8,1,9300,3,Hematite,2,Magick-Tinged Bone,1,Griffin Feather,1,,,,,,
Valiant Helix,8,2,9300,2,Sphinx Azure Pinion,1,Scroll of Great Sorcery,2,,,,,,,,
Valiant Helix,8,3,9300,3,Beast's Mane,1,Pearl Mushroom,1,Mithril Ore,1,,,,,,
Sealed Calamity,8,0,9900,2,Silver Ore,2,Mutated Bone Lump,1,,,,,,,,
Sealed Calamity,8,1,9900,3,Cerussite,2,Broken Dagger,1,Sphinx Azure Pinion,1,,,,,,
Sealed Calamity,8,2,9900,2,Griffin Beak,1,Protective Cloth,2,,,,,,,,
Sealed Calamity,8,3,9900,2,Giant Eyeball,1,Dragonleather,2,,,,,,,,
Forked Wand,8,0,10350,2,Giant Tough Pelt,1,Scroll of Defense,2,,,,,,,,
Forked Wand,8,1,10350,3,White Wood,2,Giant's Horn,1,Giant Bone,1,,,,,,
Forked Wand,8,2,10350,3,High Quality Wood,2,Black Tar,1,Giant Bone,1,,,,,,
Forked Wand,8,3,10350,2,Ent Seed,1,Demon Thread,2,,,,,,,,
Poterich Shield,5,0,100,1,Gala Extract,1,,,,,,,,,,
Poterich Shield,5,1,100,2,Healing Potion,1,Gala Extract,1,,,,,,,,
Poterich Shield,5,2,200,1,Superior Gala Extract,1,,,,,,,,,,
Poterich Shield,5,3,200,2,Superior Healing Potion,1,Superior Gala Extract,1,,,,,,,,
Poterich Rod,6,0,100,1,Gala Extract,1,,,,,,,,,,
Poterich Rod,6,1,100,2,Healing Potion,1,Gala Extract,1,,,,,,,,
Poterich Rod,6,2,200,1,Superior Gala Extract,1,,,,,,,,,,
Poterich Rod,6,3,200,2,Superior Healing Potion,1,Superior Gala Extract,1,,,,,,,,
Blade of Insight (Red),7,0,250,2,Bronze Ore,1,Small Horn,1,,,,,,,,
Blade of Insight (Red),7,1,300,2,Copper Ore,1,Common Cloth,1,,,,,,,,
Blade of Insight (Red),7,2,500,2,Lead Ore,1,Burial Shroud,1,,,,,,,,
Blade of Insight (Red),7,3,1000,2,Lizardscale Pelt,1,Iron Ore Fragment,1,,,,,,,,
Sword of Lightning (Earth),10,0,600,2,Lead Ore,1,Saurian Tail,1,,,,,,,,
Sword of Lightning (Earth),10,1,1000,2,Copper Ingot,1,Purple Anise,1,,,,,,,,
Sword of Lightning (Earth),10,2,1800,2,Iron Ore,1,Rough Thread,1,,,,,,,,
Sword of Lightning (Earth),10,3,2200,2,Iron Ingot,1,Leather Cloth,1,,,,,,,,
Sword of Lightning (Comet),10,0,200,1,Brown Wood,1,,,,,,,,,,
Sword of Lightning (Comet),10,1,500,1,Yellow Thyme,1,,,,,,,,,,
Sword of Lightning (Comet),10,2,1100,1,Northern Oregano,1,,,,,,,,,,
Sword of Lightning (Comet),10,3,2100,1,Gold-Striped Hardwood,1,,,,,,,,,,
Sword of Lightning (Heaven),10,0,2400,1,Phantom Ore,1,,,,,,,,,,
Sword of Lightning (Heaven),10,1,3400,1,Silver Ore,1,,,,,,,,,,
Sword of Lightning (Heaven),10,2,4500,2,Rosewood,1,Magick-Tinged Bone,1,,,,,,,,
Sword of Lightning (Heaven),10,3,5800,2,Black Wood,1,Gold Ore,1,,,,,,,,
Sword of Lightning (Red),10,0,1500,2,Goblin Horn,1,Burial Shroud,1,,,,,,,,
Sword of Lightning (Red),10,1,2000,2,Stagnant Shroom,1,Peridot,1,,,,,,,,
Sword of Lightning (Red),10,2,5000,2,Large Fang,1,Combat Fabric,1,,,,,,,,
Sword of Lightning (Red),10,3,6000,2,Lava Rock,1,Protective Cloth,1,,,,,,,,
True Sacred Edge,1,0,9000,1,Demon Commander's Belt,1,,,,,,,,,,
True Sacred Edge,1,1,9000,2,Demon Commander's Belt,1,Diorite Steel Ingot,1,,,,,,,,
True Sacred Edge,1,2,9000,2,Demon Commander's Belt,1,Safeguarding Satin,1,,,,,,,,
True Sacred Edge,1,3,9000,2,Demon Commander's Belt,2,Blessed Lestalite,1,,,,,,,,
True Stingray,1,0,9000,1,Fiend Wing Membrane,1,,,,,,,,,,
True Stingray,1,1,9000,2,Fiend Wing Membrane,1,Diorite Steel Ingot,1,,,,,,,,
True Stingray,1,2,9000,2,Fiend Wing Membrane,1,Safeguarding Satin,1,,,,,,,,
True Stingray,1,3,9000,2,Fiend Wing Membrane,2,Blessed Lestalite,1,,,,,,,,
Sky Hatchet,1,0,8400,2,Red Lumber,1,Iron Ingot,1,,,,,,,,
Sky Hatchet,1,1,8400,2,White Wood,1,Silver Ingot,1,,,,,,,,
Sky Hatchet,1,2,8400,2,Black Wood,1,Blow-Resistant Cloth,1,,,,,,,,
Sky Hatchet,1,3,8400,2,Gold-Striped Hardwood,1,Sacred Blessed Cloth,1,,,,,,,,
Ancient Heater Shield,2,0,-1,0,,,,,,,,,,,,
Ancient Heater Shield,2,1,-1,0,,,,,,,,,,,,
Ancient Heater Shield,2,2,-1,0,,,,,,,,,,,,
Ancient Heater Shield,2,3,-1,0,,,,,,,,,,,,
Verdant Force,10,0,-1,0,,,,,,,,,,,,
Verdant Force,10,1,-1,0,,,,,,,,,,,,
Verdant Force,10,2,-1,0,,,,,,,,,,,,
Verdant Force,10,3,-1,0,,,,,,,,,,,,
Gravestone,5,0,8400,2,Red Lumber,1,Iron Ingot,1,,,,,,,,
Gravestone,5,1,8400,2,White Wood,1,Silver Ingot,1,,,,,,,,
Gravestone,5,2,8400,2,Black Wood,1,Blow-Resistant Cloth,1,,,,,,,,
Gravestone,5,3,8400,2,Gold-Striped Hardwood,1,Sacred Blessed Cloth,1,,,,,,,,
Evening Sun,6,0,5000,2,Saltpetre Chunk,1,Rock Finger,1,,,,,,,,
Evening Sun,6,1,5000,2,Ice Cube Fragment,1,Saltpetre Chunk,1,,,,,,,,
Evening Sun,6,2,5000,2,Ash Quartz,1,Volden Quality Coal,1,,,,,,,,
Evening Sun,6,3,5000,3,Volden Quality Coal,1,Tomb Gravel,1,Ash Quartz,1,,,,,,
Blood Grip,7,0,-1,0,,,,,,,,,,,,
Blood Grip,7,1,-1,0,,,,,,,,,,,,
Blood Grip,7,2,-1,0,,,,,,,,,,,,
Blood Grip,7,3,-1,0,,,,,,,,,,,,
Raging Wolf Bow,3,0,10500,2,Red Lumber,1,Iron Ingot,1,,,,,,,,
Raging Wolf Bow,3,1,10500,2,White Wood,1,Silver Ingot,1,,,,,,,,
Raging Wolf Bow,3,2,10500,2,Black Wood,1,Blow-Resistant Cloth,1,,,,,,,,
Raging Wolf Bow,3,3,-1,0,,,,,,,,,,,,
Stark Bogen,9,0,10500,2,Red Lumber,1,Iron Ingot,1,,,,,,,,
Stark Bogen,9,1,10500,2,White Wood,1,Silver Ingot,1,,,,,,,,
Stark Bogen,9,2,10500,2,Blow-Resistant Cloth,1,Black Wood,1,,,,,,,,
Stark Bogen,9,3,10500,2,Gold-Striped Hardwood,1,Sacred Blessed Cloth,1,,,,,,,,
Training Cane,4,0,10500,2,Red Lumber,1,Iron Ingot,1,,,,,,,,
Training Cane,4,1,10500,2,White Wood,1,Silver Ingot,1,,,,,,,,
Training Cane,4,2,10500,2,Black Wood,1,Blow-Resistant Cloth,1,,,,,,,,
Training Cane,4,3,10500,2,Gold-Striped Hardwood,1,Sacred Blessed Cloth,1,,,,,,,,
Pioneer's Guide Wand,8,0,10500,2,Red Lumber,1,Iron Ingot,1,,,,,,,,
Pioneer's Guide Wand,8,1,10500,2,White Wood,1,Silver Ingot,1,,,,,,,,
Pioneer's Guide Wand,8,2,10500,2,Black Wood,1,Blow-Resistant Cloth,1,,,,,,,,
Pioneer's Guide Wand,8,3,10500,2,Gold-Striped Hardwood,1,Sacred Blessed Cloth,1,,,,,,,,
Finnegan's Mantle,19,0,14740,2,Corroded Giant Eyeball,3,Frost Metal,3,,,,,,,,
Finnegan's Mantle,19,1,14740,2,Medusa's Serpent Hair,3,Manticore's Scorpion Tail,3,,,,,,,,
Finnegan's Mantle,19,2,14740,2,Infected Giant Ulna,3,Tarasque Shell,3,,,,,,,,
Finnegan's Mantle,19,3,14740,2,Pixie Crown,3,Griffin Spinel,3,,,,,,,,
Marquis Sword,1,0,-1,0,,,,,,,,,,,,
Marquis Sword,1,1,-1,0,,,,,,,,,,,,
Marquis Sword,1,2,-1,0,,,,,,,,,,,,
Marquis Sword,1,3,-1,0,,,,,,,,,,,,
Marquis Shield,2,0,-1,0,,,,,,,,,,,,
Marquis Shield,2,1,-1,0,,,,,,,,,,,,
Marquis Shield,2,2,-1,0,,,,,,,,,,,,
Marquis Shield,2,3,-1,0,,,,,,,,,,,,
Marquis Breaker,10,0,-1,0,,,,,,,,,,,,
Marquis Breaker,10,1,-1,0,,,,,,,,,,,,
Marquis Breaker,10,2,-1,0,,,,,,,,,,,,
Marquis Breaker,10,3,-1,0,,,,,,,,,,,,
Marquis Wall,5,0,-1,0,,,,,,,,,,,,
Marquis Wall,5,1,-1,0,,,,,,,,,,,,
Marquis Wall,5,2,-1,0,,,,,,,,,,,,
Marquis Wall,5,3,-1,0,,,,,,,,,,,,
Marquis Rod,6,0,-1,0,,,,,,,,,,,,
Marquis Rod,6,1,-1,0,,,,,,,,,,,,
Marquis Rod,6,2,-1,0,,,,,,,,,,,,
Marquis Rod,6,3,-1,0,,,,,,,,,,,,
Marquis Daggers,7,0,-1,0,,,,,,,,,,,,
Marquis Daggers,7,1,-1,0,,,,,,,,,,,,
Marquis Daggers,7,2,-1,0,,,,,,,,,,,,
Marquis Daggers,7,3,-1,0,,,,,,,,,,,,
Marquis Bow,3,0,-1,0,,,,,,,,,,,,
Marquis Bow,3,1,-1,0,,,,,,,,,,,,
Marquis Bow,3,2,-1,0,,,,,,,,,,,,
Marquis Bow,3,3,-1,0,,,,,,,,,,,,
Marquis Gauntlet,11,0,-1,0,,,,,,,,,,,,
Marquis Gauntlet,11,1,-1,0,,,,,,,,,,,,
Marquis Gauntlet,11,2,-1,0,,,,,,,,,,,,
Marquis Gauntlet,11,3,-1,0,,,,,,,,,,,,
Marquis Spell,9,0,-1,0,,,,,,,,,,,,
Marquis Spell,9,1,-1,0,,,,,,,,,,,,
Marquis Spell,9,2,-1,0,,,,,,,,,,,,
Marquis Spell,9,3,-1,0,,,,,,,,,,,,
Marquis Staff,4,0,-1,0,,,,,,,,,,,,
Marquis Staff,4,1,-1,0,,,,,,,,,,,,
Marquis Staff,4,2,-1,0,,,,,,,,,,,,
Marquis Staff,4,3,-1,0,,,,,,,,,,,,
Marquis Wand,8,0,-1,0,,,,,,,,,,,,
Marquis Wand,8,1,-1,0,,,,,,,,,,,,
Marquis Wand,8,2,-1,0,,,,,,,,,,,,
Marquis Wand,8,3,-1,0,,,,,,,,,,,,
True Noblesse Oblige,10,0,9000,1,Demon Commander's Belt,1,,,,,,,,,,
True Noblesse Oblige,10,1,9000,2,Demon Commander's Belt,1,Diorite Steel Ingot,1,,,,,,,,
True Noblesse Oblige,10,2,9000,2,Demon Commander's Belt,1,Safeguarding Satin,1,,,,,,,,
True Noblesse Oblige,10,3,9000,2,Demon Commander's Belt,2,Blessed Lestalite,1,,,,,,,,
True Raging Truth,10,0,9000,1,Fiend Wing Membrane,1,,,,,,,,,,
True Raging Truth,10,1,9000,2,Fiend Wing Membrane,1,Diorite Steel Ingot,1,,,,,,,,
True Raging Truth,10,2,9000,2,Fiend Wing Membrane,1,Safeguarding Satin,1,,,,,,,,
True Raging Truth,10,3,9000,2,Fiend Wing Membrane,2,Blessed Lestalite,1,,,,,,,,
True Savior Fort,5,0,9000,1,Demon Commander's Belt,1,,,,,,,,,,
True Savior Fort,5,1,9000,2,Demon Commander's Belt,1,Diorite Steel Ingot,1,,,,,,,,
True Savior Fort,5,2,-1,0,,,,,,,,,,,,
True Savior Fort,5,3,-1,0,,,,,,,,,,,,
True Fatal Diagram,5,0,9000,1,Fiend Wing Membrane,1,,,,,,,,,,
True Fatal Diagram,5,1,9000,2,Fiend Wing Membrane,1,Diorite Steel Ingot,1,,,,,,,,
True Fatal Diagram,5,2,-1,0,,,,,,,,,,,,
True Fatal Diagram,5,3,-1,0,,,,,,,,,,,,
True Crisis Avoid,7,0,9000,1,Demon Commander's Belt,1,,,,,,,,,,
True Crisis Avoid,7,1,9000,2,Demon Commander's Belt,1,Diorite Steel Ingot,1,,,,,,,,
True Crisis Avoid,7,2,9000,2,Demon Commander's Belt,1,Safeguarding Satin,1,,,,,,,,
True Crisis Avoid,7,3,9000,2,Demon Commander's Belt,2,Blessed Lestalite,1,,,,,,,,
True Servant's Fate,7,0,9000,1,Fiend Wing Membrane,1,,,,,,,,,,
True Servant's Fate,7,1,9000,2,Fiend Wing Membrane,1,Diorite Steel Ingot,1,,,,,,,,
True Servant's Fate,7,2,9000,2,Fiend Wing Membrane,1,Safeguarding Satin,1,,,,,,,,
True Servant's Fate,7,3,9000,2,Demon Commander's Belt,2,Blessed Lestalite,1,,,,,,,,
True Ideal Act,3,0,9000,1,Demon Commander's Belt,1,,,,,,,,,,
True Ideal Act,3,1,9000,2,Demon Commander's Belt,1,Diorite Steel Ingot,1,,,,,,,,
True Ideal Act,3,2,9000,2,Demon Commander's Belt,1,Safeguarding Satin,1,,,,,,,,
True Ideal Act,3,3,9000,2,Demon Commander's Belt,2,Blessed Lestalite,1,,,,,,,,
True Enigma,3,0,9000,1,Fiend Wing Membrane,1,,,,,,,,,,
True Enigma,3,1,9000,2,Fiend Wing Membrane,1,Diorite Steel Ingot,1,,,,,,,,
True Enigma,3,2,9000,2,Fiend Wing Membrane,1,Safeguarding Satin,1,,,,,,,,
True Enigma,3,3,9000,2,Fiend Wing Membrane,2,Blessed Lestalite,1,,,,,,,,
True Testament Scale,11,0,9000,1,Demon Commander's Belt,1,,,,,,,,,,
True Testament Scale,11,1,9000,2,Demon Commander's Belt,1,Diorite Steel Ingot,1,,,,,,,,
True Testament Scale,11,2,-1,0,,,,,,,,,,,,
True Testament Scale,11,3,-1,0,,,,,,,,,,,,
True Arcanum,11,0,9000,1,Fiend Wing Membrane,1,,,,,,,,,,
True Arcanum,11,1,9000,2,Fiend Wing Membrane,1,Diorite Steel Ingot,1,,,,,,,,
True Arcanum,11,2,-1,0,,,,,,,,,,,,
True Arcanum,11,3,-1,0,,,,,,,,,,,,
True Religious Beyond,9,0,9000,1,Demon Commander's Belt,1,,,,,,,,,,
True Religious Beyond,9,1,9000,2,Demon Commander's Belt,1,Diorite Steel Ingot,1,,,,,,,,
True Religious Beyond,9,2,9000,2,Demon Commander's Belt,1,Scroll of Bewitching,1,,,,,,,,
True Religious Beyond,9,3,9000,2,Demon Commander's Belt,2,Blessed Lestalite,1,,,,,,,,
